Country,Product Group,"Average Tariff Rate, Final Bound","Duty Free %, Final Bound","Maximum Tariff Rate, Final Bound","Average Tariff Rate, MFN","Duty Free %, MFN","Maximum Tariff Rate, MFN",Import Share %,Duty-Free Import Share %
Burundi                                 ,Minerals and metals,7.9,0,18,12,34.9,35,15.3,18.4
Burundi                                 ,Petroleum,-,-,-,4.5,60.5,25,23.1,98.2
Burundi                                 ,Chemicals,9.3,15.8,100,3.9,80.2,35,18.8,79.0
Burundi                                 ,"Wood, paper, furniture",19.4,0,20,16,25.7,35,3.0,19.6
Burundi                                 ,Textiles,25.4,0,100,19.6,7.1,50,5.1,1.7
Burundi                                 ,Clothing,19.7,0,20,25.2,0,50,0.6,0
Burundi                                 ,"Rubber, leather and footwear",74.5,0,100,14.3,20.3,35,1.9,7.7
Burundi                                 ,"Mechanical, office and computing machinery",6,0,6,2.4,79.6,25,5.4,80.2
Burundi                                 ,Electrical machinery and electronic equipment,4.8,25.0,10,12.1,32.7,35,3.9,41.3
Burundi                                 ,Transport equipment,65.5,0,100,5.5,63.1,25,6.6,15.0
Burundi                                 ,Other Manufactures,33.1,1.8,100,15.1,31.3,35,2.6,68.5
Benin                                   ,Live animals and meat,60,0,60,24.6,0,35,3.0,0
Benin                                   ,Dairy products,40.9,0,60,16.1,0,35,0.2,0
Benin                                   ,Fruits and vegetables,60,0,60,19.8,0,35,0.5,0
Benin                                   ,"Coffee, tea, cocoa and spices",60,0,60,19.2,0,35,0.1,0
Benin                                   ,Cereals and food preparations,59.6,0,100,12.1,0,35,21.2,0
Benin                                   ,"Oilseeds, fats and oils",79.6,0,100,12.3,0,35,1.3,0
Benin                                   ,Sugars and confectionery,60,0,60,12.6,0,35,0.8,0
Benin                                   ,Beverages and tobacco,60.1,0,75,17.5,0,35,0.6,0
Benin                                   ,"Cotton, silk and wool",60,0,60,5,0,5,0.0,0
Benin                                   ,Other agricultural products,61.6,0,100,8.6,0,35,0.3,0
Benin                                   ,Fish and fish products,8.6,41.4,60,16,0,20,2.7,0
Benin                                   ,Minerals and metals,28.4,5.7,50,11.9,0.2,20,16.8,2.2
Benin                                   ,Petroleum,7.5,0,10,7.7,19.0,10,14.4,0.0
Benin                                   ,Chemicals,24.6,0,60,7,6.5,35,12.6,38.8
Benin                                   ,"Wood, paper, furniture",5,0,5,12,3.8,20,1.9,10.0
Benin                                   ,Textiles,18.4,0,20,16.2,0.2,35,2.9,9.3
Benin                                   ,Clothing,15,0,15,20,0,20,0.1,0
Benin                                   ,"Rubber, leather and footwear",16.4,0,25,12.3,1.3,20,0.9,9.5
Benin                                   ,"Mechanical, office and computing machinery",5.3,4.7,25,6.2,0,20,5.9,0
Benin                                   ,Electrical machinery and electronic equipment,6.8,0,15,12,0.6,20,4.8,3.5
Benin                                   ,Transport equipment,13.2,0.8,25,8.4,1.8,20,5.1,0.0
Benin                                   ,Other Manufactures,7.7,0,15,14.3,2.1,20,3.8,0.2
Brunei Darussalam                       ,Live animals and meat,27,0,50,0,100.0,0,0.6,100.0
Brunei Darussalam                       ,Dairy products,20.8,0,50,0,100.0,0,0.5,100.0
Brunei Darussalam                       ,Fruits and vegetables,27.5,0,50,0,100.0,0,1.5,100.0
Brunei Darussalam                       ,"Coffee, tea, cocoa and spices",20,0,50,0.2,85.2,5,0.3,89.0
Brunei Darussalam                       ,Cereals and food preparations,21.6,0,50,0.1,99.7,50,1.8,100.0
Brunei Darussalam                       ,"Oilseeds, fats and oils",20,0,20,0,100.0,0,0.4,100.0
Brunei Darussalam                       ,Sugars and confectionery,28.8,0,50,0,100.0,0,0.1,100.0
Brunei Darussalam                       ,Beverages and tobacco,188.4,0,> 1000,0,100.0,0,0.5,100.0
Brunei Darussalam                       ,"Cotton, silk and wool",20,0,20,0,100.0,0,0.0,100.0
Brunei Darussalam                       ,Other agricultural products,20.6,0,50,0.3,94.6,5,0.7,100.0
Brunei Darussalam                       ,Fish and fish products,23.1,0,30,0,100.0,0,0.7,100.0
Brunei Darussalam                       ,Minerals and metals,20.3,0,40,0.9,93.9,15,6.1,100.0
Brunei Darussalam                       ,Petroleum,20,0,20,0.5,80.6,4,65.8,91.5
Brunei Darussalam                       ,Chemicals,20.8,0,50,0.2,97.5,105,5.9,96.3
Brunei Darussalam                       ,"Wood, paper, furniture",26.6,0,40,2.1,58.4,10,0.8,53.0
Brunei Darussalam                       ,Textiles,25.9,0,40,0.9,85.5,10,0.4,85.9
Brunei Darussalam                       ,Clothing,30,0,30,0,100.0,0,0.7,100.0
Brunei Darussalam                       ,"Rubber, leather and footwear",23.5,0,40,1.3,74.7,5,0.6,76.9
Brunei Darussalam                       ,"Mechanical, office and computing machinery",28.3,0,40,0,98.7,5,4.6,100.0
Brunei Darussalam                       ,Electrical machinery and electronic equipment,37.8,0,40,0,99.8,5,2.3,99.0
Brunei Darussalam                       ,Transport equipment,24,0,40,0,99.4,5,4.1,100.0
Brunei Darussalam                       ,Other Manufactures,23.1,0,40,1,88.6,15,1.6,93.8
"Bolivia, Plurinational State of         ",Live animals and meat,39.7,0,40,12.8,4.5,20,0.2,2.0
"Bolivia, Plurinational State of         ",Dairy products,40,0,40,13.3,0,20,0.2,0
"Bolivia, Plurinational State of         ",Fruits and vegetables,40,0,40,14.7,0,40,0.5,0
"Bolivia, Plurinational State of         ","Coffee, tea, cocoa and spices",40,0,40,12.9,0,40,0.5,0
"Bolivia, Plurinational State of         ",Cereals and food preparations,40,0,40,10.8,0,20,2.8,0
"Bolivia, Plurinational State of         ","Oilseeds, fats and oils",40,0,40,11.8,0,20,0.3,0
"Bolivia, Plurinational State of         ",Sugars and confectionery,40,0,40,12.8,0,20,0.3,0
"Bolivia, Plurinational State of         ",Beverages and tobacco,40,0,40,23.9,0,40,0.6,0
"Bolivia, Plurinational State of         ","Cotton, silk and wool",40,0,40,8.9,0,20,0.1,0
"Bolivia, Plurinational State of         ",Other agricultural products,40,0,40,10.8,0.8,20,0.7,1.1
"Bolivia, Plurinational State of         ",Fish and fish products,40,0,40,17.2,0,20,0.1,0
"Bolivia, Plurinational State of         ",Minerals and metals,40,0,40,9.3,0.1,40,10.2,0.0
"Bolivia, Plurinational State of         ",Petroleum,40,0,40,9.8,1.0,15,33.4,67.7
"Bolivia, Plurinational State of         ",Chemicals,40,0,40,6.8,5.4,20,15.6,8.6
"Bolivia, Plurinational State of         ","Wood, paper, furniture",40,0,40,14.9,2.3,40,2.5,4.6
"Bolivia, Plurinational State of         ",Textiles,40,0,40,17.7,0,40,1.7,0
"Bolivia, Plurinational State of         ",Clothing,40,0,40,40,0,40,0.3,0
"Bolivia, Plurinational State of         ","Rubber, leather and footwear",40,0,40,15.9,1.9,40,2.7,0.4
"Bolivia, Plurinational State of         ","Mechanical, office and computing machinery",39.8,0,40,3.6,42.8,30,9.8,32.8
"Bolivia, Plurinational State of         ",Electrical machinery and electronic equipment,40,0,40,8.3,9.7,20,5.7,14.5
"Bolivia, Plurinational State of         ",Transport equipment,39.9,0,40,7.1,22.2,30,8.6,10.8
"Bolivia, Plurinational State of         ",Other Manufactures,40,0,40,11.3,7.7,40,3.1,10.3
Brazil                                  ,Live animals and meat,37.8,5.4,55,6.5,15.9,13,0.2,43.9
Brazil                                  ,Dairy products,44.7,0,55,15.3,0,28,0.3,3.4
Brazil                                  ,Fruits and vegetables,34.3,0.3,55,8.7,5.3,55,0.6,3.7
Brazil                                  ,"Coffee, tea, cocoa and spices",34.7,0,45,9.2,0,16,0.2,23.3
Brazil                                  ,Cereals and food preparations,44,0,55,8.6,15.2,16,1.8,74.0
Brazil                                  ,"Oilseeds, fats and oils",34.5,0.5,35,6.5,12.3,10,0.7,2.3
Brazil                                  ,Sugars and confectionery,34.4,0,35,13.2,0,16,0.0,1.3
Brazil                                  ,Beverages and tobacco,37.7,0,55,14,0,27,0.5,16.6
Brazil                                  ,"Cotton, silk and wool",36.6,0,55,5.2,0,6,0.0,0
Brazil                                  ,Other agricultural products,29.4,8.6,55,5.4,24.1,13,0.5,31.5
Brazil                                  ,Fish and fish products,33.6,3.8,35,8.3,3.3,32,0.5,16.3
Brazil                                  ,Minerals and metals,33.5,0.1,35,8,16.3,18,12.9,53.7
Brazil                                  ,Petroleum,35,0,35,0.1,97.2,5,12.3,99.7
Brazil                                  ,Chemicals,20.9,0.9,35,5.3,48.5,18,29.5,64.9
Brazil                                  ,"Wood, paper, furniture",28.5,2.6,35,8.1,16.7,18,0.7,7.9
Brazil                                  ,Textiles,34.9,0,35,22.8,2.4,35,1.8,7.9
Brazil                                  ,Clothing,35,0,35,35,0,35,0.6,0
Brazil                                  ,"Rubber, leather and footwear",34.6,0,35,13.8,6.0,35,1.8,6.8
Brazil                                  ,"Mechanical, office and computing machinery",32,0.6,35,10.1,12.6,18,12.3,24.5
Brazil                                  ,Electrical machinery and electronic equipment,32.4,1.8,35,11.7,15.8,20,11.7,26.8
Brazil                                  ,Transport equipment,32.8,0,35,16.2,20.9,35,7.1,15.9
Brazil                                  ,Other Manufactures,33.2,0.9,35,11.8,11.6,20,3.8,24.8
Bhutan                                  ,Live animals and meat,,,,8,20.0,10,,
Bhutan                                  ,Dairy products,,,,10,0,10,,
Bhutan                                  ,Fruits and vegetables,,,,9.2,9.7,50,,
Bhutan                                  ,"Coffee, tea, cocoa and spices",,,,8.9,11.1,10,,
Bhutan                                  ,Cereals and food preparations,,,,3.8,61.5,10,,
Bhutan                                  ,"Oilseeds, fats and oils",,,,1.1,89.0,10,,
Bhutan                                  ,Sugars and confectionery,,,,10,0,10,,
Bhutan                                  ,Beverages and tobacco,,,,41.9,0,100,,
Bhutan                                  ,"Cotton, silk and wool",,,,10,0,10,,
Bhutan                                  ,Other agricultural products,,,,8.1,19.0,10,,
Bhutan                                  ,Fish and fish products,,,,9.6,3.8,10,,
Bhutan                                  ,Minerals and metals,,,,9.4,5.0,10,,
Bhutan                                  ,Petroleum,,,,10,0,10,,
Bhutan                                  ,Chemicals,,,,9.2,7.8,10,,
Bhutan                                  ,"Wood, paper, furniture",,,,9.7,2.9,10,,
Bhutan                                  ,Textiles,,,,10,0.1,10,,
Bhutan                                  ,Clothing,,,,10,0,10,,
Bhutan                                  ,"Rubber, leather and footwear",,,,9.5,4.5,10,,
Bhutan                                  ,"Mechanical, office and computing machinery",,,,7.8,21.8,10,,
Bhutan                                  ,Electrical machinery and electronic equipment,,,,8.6,13.5,10,,
Bhutan                                  ,Transport equipment,,,,12.2,21.5,100,,
Bhutan                                  ,Other Manufactures,,,,7.9,23.0,100,,
Botswana                                ,Live animals and meat,37.4,31.2,160,11.2,62.2,82,0.3,45.2
Botswana                                ,Dairy products,20.4,4.0,37,6.8,32.0,25,0.7,61.2
Botswana                                ,Fruits and vegetables,29.5,15.9,99,9.4,31.4,99,1.2,4.5
Botswana                                ,"Coffee, tea, cocoa and spices",31.6,55.6,170,4.4,70.4,25,0.5,43.7
Botswana                                ,Cereals and food preparations,47.7,0.3,597,8.4,41.3,102,4.2,54.0
Botswana                                ,"Oilseeds, fats and oils",49.1,5.5,81,7.4,21.2,10,0.9,1.0
Botswana                                ,Sugars and confectionery,75.2,0,105,8.9,58.8,37,2.0,3.6
Botswana                                ,Beverages and tobacco,87.9,3.9,597,19.9,8.7,111,2.6,1.2
Botswana                                ,"Cotton, silk and wool",13.1,52.0,60,1.2,89.3,15,0.1,1.1
Botswana                                ,Other agricultural products,18.9,35.7,72,5,64.9,25,0.8,50.5
Botswana                                ,Fish and fish products,18.5,50.0,37,6.4,64.2,30,0.2,19.6
Botswana                                ,Minerals and metals,11.8,16.5,30,5.2,60.7,30,34.3,90.1
Botswana                                ,Petroleum,-,-,-,0.6,55.6,15,16.8,3.0
Botswana                                ,Chemicals,12.3,5.7,30,2,85.4,30,8.1,56.1
Botswana                                ,"Wood, paper, furniture",11.6,16.2,30,7,57.2,30,2.5,36.1
Botswana                                ,Textiles,22.2,3.3,30,16.8,18.5,141,0.9,18.9
Botswana                                ,Clothing,45,0,45,40.9,2.0,45,1.0,0.2
Botswana                                ,"Rubber, leather and footwear",20.7,0,30,13.3,35.9,43,1.9,27.5
Botswana                                ,"Mechanical, office and computing machinery",8.6,40.4,30,1,92.9,25,7.0,96.7
Botswana                                ,Electrical machinery and electronic equipment,17.6,6.1,30,4.8,67.9,30,4.9,46.4
Botswana                                ,Transport equipment,19.5,17.1,50,6.8,62.0,30,5.5,27.9
Botswana                                ,Other Manufactures,12.3,27.2,45,3.5,80.2,45,3.7,85.7
Belarus                                 ,Live animals and meat,,,,18.8,14.8,80,1.4,6.0
Belarus                                 ,Dairy products,,,,13.3,0,15,0.3,0
Belarus                                 ,Fruits and vegetables,,,,8.5,5.4,15,3.3,8.0
Belarus                                 ,"Coffee, tea, cocoa and spices",,,,4.8,13.0,13,1.3,17.4
Belarus                                 ,Cereals and food preparations,,,,9,1.9,61,2.1,3.0
Belarus                                 ,"Oilseeds, fats and oils",,,,7.5,15.4,15,2.4,57.0
Belarus                                 ,Sugars and confectionery,,,,11.6,0,53,0.1,0
Belarus                                 ,Beverages and tobacco,,,,18.6,4.0,198,1.3,1.2
Belarus                                 ,"Cotton, silk and wool",,,,4.4,20.0,10,0.1,54.5
Belarus                                 ,Other agricultural products,,,,5.3,12.0,24,2.9,33.2
Belarus                                 ,Fish and fish products,,,,6.8,1.3,51,2.0,0.6
Belarus                                 ,Minerals and metals,,,,7.3,9.1,20,20.2,18.9
Belarus                                 ,Petroleum,,,,4.4,12.7,5,0,0
Belarus                                 ,Chemicals,,,,4.6,10.5,10,15.5,15.1
Belarus                                 ,"Wood, paper, furniture",,,,8,5.1,15,4.6,2.1
Belarus                                 ,Textiles,,,,7.5,1.3,18,4.0,1.1
Belarus                                 ,Clothing,,,,7.5,0,18,1.6,0
Belarus                                 ,"Rubber, leather and footwear",,,,5.4,11.8,15,2.8,11.3
Belarus                                 ,"Mechanical, office and computing machinery",,,,2.4,69.1,15,12.1,69.0
Belarus                                 ,Electrical machinery and electronic equipment,,,,4.7,43.8,18,11.9,53.4
Belarus                                 ,Transport equipment,,,,8.7,15.2,20,5.4,5.1
Belarus                                 ,Other Manufactures,,,,7.2,22.6,20,4.7,39.0
Belize                                  ,Live animals and meat,104.1,0,110,30.7,11.9,45,1.1,94.4
Belize                                  ,Dairy products,100,0,100,7,32.0,35,1.6,40.4
Belize                                  ,Fruits and vegetables,102.1,0,110,28.7,1.8,80,0.6,8.1
Belize                                  ,"Coffee, tea, cocoa and spices",100,0,100,17.6,13.9,40,0.8,84.1
Belize                                  ,Cereals and food preparations,100.3,0,110,11.6,32.0,110,4.6,56.8
Belize                                  ,"Oilseeds, fats and oils",100.4,0,110,13.2,38.4,80,2.1,99.3
